Autoroute entrée	Péage entrée	Ville entrée	Autoroute sortie	Péage sortie	Ville sortie	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
A28	19	ALENCON SUD	A88	-	ARGENTAN	10,40	18,20	26,40	35,00	6,10
A28	19	ALENCON SUD	A28	23	AUVOURS (LE MANS ZI SUD)	4,60	7,60	10,90	14,50	2,90
A28	19	ALENCON SUD	A85	1	BEAUFORT EN VALLEE	14,40	22,40	31,00	42,10	8,90
A28	19	ALENCON SUD	A28	21	BEAUMONT SUR SARTHE	1,70	2,30	3,50	5,10	1,00
A28	19	ALENCON SUD	A28	14	BERNAY	19,10	31,40	46,60	63,40	11,70
A28	19	ALENCON SUD	A85	5	BOURGUEIL	18,80	28,50	41,50	55,40	11,60
A28	19	ALENCON SUD	A28	13	BRIONNE	23,50	38,80	54,50	73,20	14,80
A28	19	ALENCON SUD	A11	4	BROU	11,70	18,10	31,50	40,80	7,00
A28	19	ALENCON SUD	A11	2	CHARTRES EST	17,40	28,10	44,50	57,50	10,50
A28	19	ALENCON SUD	A11	3	CHARTRES-THIVARS	16,00	25,30	39,10	51,40	10,00
A28	19	ALENCON SUD	A28	26	CHATEAU DU LOIR (MONTABON)	8,80	11,60	20,80	22,80	5,20
A28	19	ALENCON SUD	A11	6	CONNERRE	6,90	10,80	15,80	20,90	4,00
A28	19	ALENCON SUD	A11	11	DURTAL	9,90	15,20	22,90	30,70	6,10
A28	19	ALENCON SUD	A28	25	ECOMMOY	6,80	10,10	16,90	19,00	4,20
A28	19	ALENCON SUD	A81	2	EVRON	9,60	15,90	25,20	32,50	5,90
A28	19	ALENCON SUD	A28	16	GACE	10,30	17,20	23,50	32,00	6,40
A28	19	ALENCON SUD	A11	3.1	ILLIERS COMBRAY	14,10	21,70	36,10	46,50	8,50
A28	19	ALENCON SUD	A11	5	LA FERTE BERNARD	8,30	14,50	22,30	30,10	5,10
A28	19	ALENCON SUD	A81	3	LAVAL EST	12,20	18,50	29,60	39,70	7,50
A28	19	ALENCON SUD	A81	4	LAVAL OUEST	13,10	20,20	33,30	42,10	8,20
A28	19	ALENCON SUD	A11	8	LE MANS CENTRE UNIVERSITE	5,00	7,60	11,20	15,60	3,20
A28	19	ALENCON SUD	A11	9	LE MANS SUD	6,00	9,30	13,60	19,00	3,80
A28	19	ALENCON SUD	A11	7	LE MANS ZI NORD	3,80	6,30	8,40	12,10	2,20
A28	19	ALENCON SUD	A85	2	LONGUE-JUMELLES	15,40	23,60	33,50	44,70	9,50
A28	19	ALENCON SUD	A28	15	ORBEC	14,70	24,50	35,30	48,10	9,20
A28	19	ALENCON SUD	A28	24	PARIGNE-L'EVEQUE	4,70	7,90	11,80	14,70	3,40
A28	19	ALENCON SUD	A10	-	PARIS (LA FOLIE BESSIN)	24,30	37,70	59,40	78,80	15,00
A28	19	ALENCON SUD	A85	-	RESTIGNE	22,10	33,70	48,70	66,10	13,60
A28	19	ALENCON SUD	A28	-	ROUMOIS	30,90	50,50	70,50	96,60	18,60
A28	19	ALENCON SUD	A11	10	SABLE-LA FLECHE	9,00	13,40	19,90	27,80	5,40
A28	19	ALENCON SUD	A85	3	SAUMUR (VIVY)	16,70	25,90	38,00	50,50	10,40
A28	19	ALENCON SUD	A88	16	SEES	6,50	11,00	15,30	20,70	4,00
A28	19	ALENCON SUD	A11	12	SEICHES	12,50	18,70	27,10	36,80	7,40
A28	19	ALENCON SUD	A28	20	SILLE LE GUILLAUME / MAMERS	0,70	1,00	1,80	2,00	0,50
A28	19	ALENCON SUD	A81	1	SILLE LE GUILLAUME / SABLE	6,90	12,00	19,40	25,00	4,40
A28	19	ALENCON SUD	A28	-	TOURS CENTRE (SAINT CHRISTOPHE)	13,80	21,40	35,30	41,30	8,60
A28	19	ALENCON SUD	A81	-	VITRE (LA GRAVELLE)	14,60	23,90	36,10	49,60	9,10
A10	11	ALLAINVILLE	A42	8	AMBERIEU EN BUGEY	57,20	87,80	141,70	187,60	32,30
A10	11	ALLAINVILLE	A39	7.1	ARLAY	51,70	79,90	130,90	171,70	28,70
A10	11	ALLAINVILLE	A10	13	ARTENAY	3,80	6,40	11,70	13,10	2,70
A10	11	ALLAINVILLE	A6	19	AUXERRE NORD	30,80	46,60	77,50	98,40	16,00
A10	11	ALLAINVILLE	A6	20	AUXERRE SUD	30,80	46,60	77,50	98,40	16,00
A10	11	ALLAINVILLE	A19	6	AUXY	14,60	22,10	37,80	46,20	7,50
A10	11	ALLAINVILLE	A6	22	AVALLON	34,60	52,90	87,90	113,30	18,80
A10	11	ALLAINVILLE	A42	6	BALAN	58,10	89,70	144,40	190,70	32,90
A10	11	ALLAINVILLE	A4	-	BARRIERE DE MONTREUIL AUX LIONS	58,50	87,60	141,80	184,40	32,40
A10	11	ALLAINVILLE	A36	5	BAUME-LES-DAMES	54,70	84,50	136,90	181,30	30,90
A10	11	ALLAINVILLE	A4	-	BEAUMONT	58,70	89,00	144,40	187,50	32,10
A10	11	ALLAINVILLE	A6	24	BEAUNE NORD	42,70	65,70	107,60	139,60	23,60
A10	11	ALLAINVILLE	A6	24.1	BEAUNE SUD	43,90	67,30	110,10	143,50	24,20
A10	11	ALLAINVILLE	A39	10	BEAUPONT	54,90	84,90	138,40	182,60	31,10
A10	11	ALLAINVILLE	A39	8	BEAUREPAIRE	52,90	81,60	132,90	175,90	29,40
A10	11	ALLAINVILLE	A40	10	BELLEGARDE	63,90	98,90	159,20	211,70	36,30
A10	11	ALLAINVILLE	A6	30	BELLEVILLE SUR SAONE	53,00	81,50	131,60	173,60	29,40
A10	11	ALLAINVILLE	A391	-	BERSAILLIN	51,50	78,60	129,50	170,10	28,60
A10	11	ALLAINVILLE	A36	4.1	BESANCON EST	52,00	81,00	131,80	174,30	29,20
A10	11	ALLAINVILLE	A36	4	BESANCON NORD	52,00	79,90	130,20	171,50	28,80
A10	11	ALLAINVILLE	A36	3	BESANCON OUEST	52,00	79,40	129,70	170,40	28,70
A10	11	ALLAINVILLE	A42	-	BEYNOST	60,50	93,60	150,20	199,30	34,60
A10	11	ALLAINVILLE	A6	23	BIERRE-LES-SEMUR	36,70	55,40	92,20	119,30	19,80
A10	11	ALLAINVILLE	A85	11	BLERE	24,50	39,40	61,10	75,10	14,80
A10	11	ALLAINVILLE	A10	17	BLOIS	13,90	22,30	35,10	44,50	8,90
A10	11	ALLAINVILLE	A40	5	BOURG NORD	53,20	82,00	131,80	174,30	29,80
A10	11	ALLAINVILLE	A40	7	BOURG SUD	54,40	84,20	135,80	179,20	31,10
A10	11	ALLAINVILLE	A71	7	BOURGES	21,00	34,00	51,40	67,40	12,60
A10	11	ALLAINVILLE	A31	9	BULGNEVILLE	46,90	71,80	116,50	153,70	25,70
A10	11	ALLAINVILLE	A6	25	CHALON NORD	46,30	71,20	114,80	150,50	25,40
A10	11	ALLAINVILLE	A6	26	CHALON SUD	46,30	71,20	114,80	150,50	25,40
A10	11	ALLAINVILLE	A4	27	CHALONS - LA VEUVE	45,00	68,80	114,30	146,20	24,80
A10	11	ALLAINVILLE	A26	22	CHARMONT	37,70	57,50	94,90	123,00	20,30
A10	11	ALLAINVILLE	A10	18	CHATEAU-RENAULT	15,60	24,10	40,10	51,80	10,00
A10	11	ALLAINVILLE	A4	20	CHATEAU-THIERRY	53,90	81,10	132,10	173,00	29,70
A10	11	ALLAINVILLE	A31	10	CHATENOIS	47,30	72,50	118,10	155,60	26,30
A10	11	ALLAINVILLE	A5	16	CHATILLON-LABORDE	33,80	51,50	84,90	109,20	18,20
A10	11	ALLAINVILLE	A5	24	CHAUMONT-SEMOUTIERS	40,10	61,20	100,90	131,50	21,70
A10	11	ALLAINVILLE	A39	6	CHOISEY	48,40	74,40	121,30	159,40	26,80
A10	11	ALLAINVILLE	A71	-	CLERMONT	39,40	61,30	96,00	129,60	23,10
A10	11	ALLAINVILLE	A4	29.1	CLERMONT EN ARGONNE	49,10	75,20	122,50	158,70	27,30
A10	11	ALLAINVILLE	A31	11	COLOMBEY-LES-BELLES	50,00	76,30	124,20	164,70	27,40
A10	11	ALLAINVILLE	A71	12.1	COMBRONDE	34,50	54,10	83,90	112,60	20,40
A10	11	ALLAINVILLE	A6	17	COURTENAY	26,40	39,90	67,10	84,20	13,60
A10	11	ALLAINVILLE	A39	-	CRIMOLOIS	47,20	72,20	118,60	154,60	26,30
A10	11	ALLAINVILLE	A79	-	DEUX-CHAISES	31,00	49,50	76,30	102,40	18,50
A10	11	ALLAINVILLE	A311	-	DIJON SUD	46,50	71,60	116,10	152,10	25,50
A10	11	ALLAINVILLE	A31	4	DIJON-ARC SUR TILLE	48,00	73,90	119,80	157,10	26,60
A10	11	ALLAINVILLE	A36	2	DOLE	48,40	74,40	121,30	159,40	26,80
A10	11	ALLAINVILLE	A4	21	DORMANS	51,30	77,60	126,70	164,70	28,40
A10	11	ALLAINVILLE	A89	22	EGLETONS	48,20	75,50	113,70	155,50	28,70
A10	11	ALLAINVILLE	A40	11	ELOISE / ANNECY	65,30	101,20	162,50	216,40	37,30
A10	11	ALLAINVILLE	A4	23	EPERNAY	48,50	73,20	120,70	155,90	26,40
A10	11	ALLAINVILLE	A19	7	ESCRENNES	10,80	16,60	26,30	33,00	5,60
A10	11	ALLAINVILLE	A85	10	ESVRES	25,40	41,10	64,70	82,10	15,60
A10	11	ALLAINVILLE	A40	2	FEILLENS	50,60	78,50	127,20	167,80	28,50
A10	11	ALLAINVILLE	A6	-	FLEURY-EN-BIERE	32,40	49,50	81,50	104,00	17,20
A10	11	ALLAINVILLE	A6	15	FONTAINEBLEAU	29,90	45,20	75,60	95,10	15,60
A10	11	ALLAINVILLE	A19	5	FONTENAY SUR LOING	18,10	28,70	50,10	60,80	9,60
A10	11	ALLAINVILLE	A71	9	FORET DE TRONCAIS	27,00	43,40	65,50	86,70	16,30
A10	11	ALLAINVILLE	A5	17	FORGES	31,50	47,40	78,70	100,80	16,30
A10	11	ALLAINVILLE	A4	32	FRESNES EN WOEVRE	53,60	82,30	133,80	173,40	29,70
A10	11	ALLAINVILLE	A719	-	GANNAT	34,20	54,00	82,90	111,90	20,30
A10	11	ALLAINVILLE	A36	2.1	GENDREY	49,50	76,30	124,70	164,40	27,70
A10	11	ALLAINVILLE	A71	14	GERZAT	35,90	57,00	87,00	116,00	21,50
A10	11	ALLAINVILLE	A19	-	GONDREVILLE LA FRANCHE NORD	17,40	25,90	45,50	56,60	9,10
A10	11	ALLAINVILLE	A19	-	GONDREVILLE LA FRANCHE SUD	21,70	32,30	55,80	70,60	11,70
A10	11	ALLAINVILLE	A404	-	GROISSIAT	60,90	94,20	152,20	201,90	34,80
A10	11	ALLAINVILLE	A31	-	GYE	52,20	79,30	128,30	170,00	28,60
A10	11	ALLAINVILLE	A10	12	JANVILLE (ALLAINES)	2,60	4,00	6,80	9,70	1,80
A10	11	ALLAINVILLE	A4	33	JARNY	55,20	85,00	136,50	175,30	30,80
A10	11	ALLAINVILLE	A6	18	JOIGNY	28,00	42,20	70,50	89,00	14,50
A10	11	ALLAINVILLE	A36	6	L'ISLE-SUR-LE-DOUBS	56,20	86,60	140,30	185,70	31,60
A10	11	ALLAINVILLE	A432	-	LA BOISSE	62,00	95,80	154,20	204,70	35,40
A10	11	ALLAINVILLE	A42	5.1	LA BOISSE - MONTLUEL	59,70	91,80	145,50	192,50	33,90
A10	11	ALLAINVILLE	A432	-	LA COTIERE	60,40	92,90	149,60	196,70	34,50
A10	11	ALLAINVILLE	A404	9	LA CROIX-CHALON	59,20	91,60	148,00	196,40	33,70
A10	11	ALLAINVILLE	A71	3	LAMOTTE BEUVRON	12,60	20,30	30,90	40,40	7,90
A10	11	ALLAINVILLE	A31	7	LANGRES NORD	42,10	63,80	103,70	136,40	22,90
A10	11	ALLAINVILLE	A31	6	LANGRES SUD	42,90	65,20	106,30	139,00	23,60
A10	11	ALLAINVILLE	A39	9	LE MIROIR	53,90	83,00	135,40	178,20	30,30
A10	11	ALLAINVILLE	A5	-	LES EPRUNES	34,80	53,60	88,60	114,80	19,00
A10	11	ALLAINVILLE	A6	28	MACON NORD	50,50	77,80	125,30	165,00	28,10
A10	11	ALLAINVILLE	A6	29	MACON SUD	51,40	79,20	127,60	168,10	28,60
A10	11	ALLAINVILLE	A5	22	MAGNANT	36,90	56,00	92,10	120,00	19,80
A10	11	ALLAINVILLE	A89	27	MANZAT	35,80	57,20	86,90	116,50	21,50
A10	11	ALLAINVILLE	A5	18	MAROLLES-SUR-SEINE	31,50	47,40	78,70	100,80	16,30
A10	11	ALLAINVILLE	A10	16	MER	11,90	18,50	29,20	38,20	7,90
A10	11	ALLAINVILLE	A10	15	MEUNG	8,70	13,20	22,50	30,00	5,50
A10	11	ALLAINVILLE	A26	18	MONT CHOISY	43,10	66,00	109,40	141,30	23,80
A10	11	ALLAINVILLE	A31	8	MONTIGNY-LE-ROI	43,80	66,30	108,60	142,90	24,00
A10	11	ALLAINVILLE	A71	10	MONTLUCON	29,30	47,00	71,20	95,40	17,50
A10	11	ALLAINVILLE	A71	11	MONTMARAULT	30,60	49,00	75,50	101,20	18,20
A10	11	ALLAINVILLE	A4	19	MONTREUIL AUX LIONS	56,40	84,40	136,70	176,40	30,90
A10	11	ALLAINVILLE	A6	16	NEMOURS	29,90	45,20	75,60	95,10	15,60
A10	11	ALLAINVILLE	A6	21	NITRY	32,80	49,90	82,50	106,50	17,40
A10	11	ALLAINVILLE	A31	1	NUITS-SAINT-GEORGES	44,80	68,80	112,60	147,10	24,70
A10	11	ALLAINVILLE	A71	2	OLIVET	8,20	13,80	20,30	27,00	5,40
A10	11	ALLAINVILLE	A71	1	ORLEANS CENTRE	7,20	11,30	17,90	24,20	4,60
A10	11	ALLAINVILLE	A10	14	ORLEANS NORD	6,10	10,10	15,20	20,70	3,70
A10	11	ALLAINVILLE	A26	-	ORMES	49,90	75,50	123,50	159,80	26,90
A10	11	ALLAINVILLE	A10	-	PARIS (LA FOLIE BESSIN)	4,00	5,90	9,20	13,30	2,40
A10	11	ALLAINVILLE	A42	7	PEROUGES	58,10	89,70	144,40	190,70	32,90
A10	11	ALLAINVILLE	A42	9	PONT D'AIN	55,70	86,40	140,20	184,80	31,70
A10	11	ALLAINVILLE	A6	-	POUILLY-EN-AUXOIS	40,20	61,50	100,60	131,90	21,70
A10	11	ALLAINVILLE	A4	-	REIMS - TAISSY	48,80	73,70	121,70	157,50	26,50
A10	11	ALLAINVILLE	A4	22	REIMS - TINQUEUX	50,40	76,20	124,10	161,80	27,50
A10	11	ALLAINVILLE	A40	3	REPLONGES	50,60	78,50	127,20	167,80	28,50
A10	11	ALLAINVILLE	A71	13	RIOM	35,70	56,90	86,70	115,80	21,30
A10	11	ALLAINVILLE	A31	8.1	ROBECOURT	45,40	69,70	113,20	149,10	25,00
A10	11	ALLAINVILLE	A85	14	ROMORANTIN	18,30	28,90	43,60	59,00	11,20
A10	11	ALLAINVILLE	A85	12	SAINT AIGNAN SUR CHER	20,80	33,80	53,00	67,60	12,90
A10	11	ALLAINVILLE	A71	8	SAINT AMAND	24,70	39,70	59,90	78,70	14,70
A10	11	ALLAINVILLE	A19	1	SAINT DENIS-LES-SENS	28,60	43,50	72,20	91,00	14,90
A10	11	ALLAINVILLE	A4	28	SAINT ETIENNE AU TEMPLE	45,00	69,10	114,70	149,00	24,90
A10	11	ALLAINVILLE	A40	4	SAINT GENIS	55,00	84,70	135,00	178,00	30,80
A10	11	ALLAINVILLE	A5	15	SAINT GERMAIN-LAXIS	33,80	51,50	84,90	109,20	18,20
A10	11	ALLAINVILLE	A26	17	SAINT GIBRIEN	43,80	67,10	111,10	144,00	24,20
A10	11	ALLAINVILLE	A19	4	SAINT HILAIRE LES ANDRESIS	22,60	34,20	58,40	71,10	11,90
A10	11	ALLAINVILLE	A40	8	SAINT MARTIN-DU-FRESNE	58,90	91,50	146,50	194,70	33,70
A10	11	ALLAINVILLE	A36	-	SAINT MAURICE	60,60	93,50	152,20	202,60	34,60
A10	11	ALLAINVILLE	A5	21	SAINT THIBAULT	34,30	52,30	87,00	112,40	18,60
A10	11	ALLAINVILLE	A4	29	SAINTE MENEHOULD	47,20	72,80	120,30	156,40	26,40
A10	11	ALLAINVILLE	A71	4	SALBRIS	14,30	22,40	36,00	48,70	9,10
A10	11	ALLAINVILLE	A19	3	SAVIGNY SUR CLAIRIS	23,50	35,10	60,10	73,50	12,10
A10	11	ALLAINVILLE	A85	13	SELLES SUR CHER	19,90	31,30	48,30	64,20	12,00
A10	11	ALLAINVILLE	A36	1	SEURRE	46,00	70,80	114,70	150,70	25,30
A10	11	ALLAINVILLE	A39	5	SOIRANS	47,60	72,90	119,50	155,70	26,70
A10	11	ALLAINVILLE	A26	20	SOMMESOUS	41,00	62,70	103,70	134,20	22,30
A10	11	ALLAINVILLE	A89	-	ST GERMAIN LES VERGNES	53,60	84,30	126,10	172,00	32,10
A10	11	ALLAINVILLE	A89	25	ST JULIEN / SANCY	40,50	64,50	97,80	131,10	24,40
A10	11	ALLAINVILLE	A40	9	SYLANS	59,60	92,40	148,10	196,80	34,00
A10	11	ALLAINVILLE	A26	23	THENNELIERES	35,60	54,30	88,50	114,40	19,40
A10	11	ALLAINVILLE	A31	5	TIL CHATEL	45,30	68,50	113,00	148,80	24,80
A10	11	ALLAINVILLE	A5	20	TORVILLIERS	33,80	51,50	85,20	109,50	18,20
A10	11	ALLAINVILLE	A6	27	TOURNUS	47,80	73,60	119,30	156,00	26,60
A10	11	ALLAINVILLE	A10	-	TOURS CENTRE (MONNAIE)	20,30	32,30	50,00	66,20	13,10
A10	11	ALLAINVILLE	A89	21	TULLE EST	51,00	80,00	119,70	161,00	30,30
A10	11	ALLAINVILLE	A89	20	TULLE NORD	51,80	81,40	120,60	166,00	30,70
A10	11	ALLAINVILLE	A6	14	URY	30,70	46,30	76,90	97,30	16,10
A10	11	ALLAINVILLE	A89	24	USSEL EST	43,30	69,00	104,20	140,60	25,70
A10	11	ALLAINVILLE	A89	23	USSEL OUEST	45,40	71,40	108,20	146,70	27,10
A10	11	ALLAINVILLE	A406	-	VAL DE SAONE	57,50	87,10	142,30	188,20	32,00
A10	11	ALLAINVILLE	A26	21	VALLEE DE L'AUBE	38,90	59,50	98,00	127,00	21,10
A10	11	ALLAINVILLE	A26	19	VATRY	41,60	63,30	103,80	135,70	22,50
A10	11	ALLAINVILLE	A85	-	VEIGNE	26,50	43,70	69,60	85,70	16,60
A10	11	ALLAINVILLE	A4	31	VERDUN	53,60	82,30	133,80	173,40	29,70
A10	11	ALLAINVILLE	A71	6	VIERZON EST	16,90	27,20	42,50	54,70	10,50
A10	11	ALLAINVILLE	A71	5	VIERZON NORD	16,50	27,00	41,00	54,50	10,40
A10	11	ALLAINVILLE	A5	23	VILLE SOUS LA FERTE	38,40	58,70	97,10	125,90	20,70
