ALLAINES	FEILLENS	395,50	47,60	73,60	118,20	158,40	26,80
ALLAINES	FLEURY-EN-BIERE	184,74	29,40	44,60	72,50	94,60	15,50
ALLAINES	FONTAINEBLEAU	159,31	26,90	40,30	66,60	85,70	13,90
ALLAINES	FORET DE TRONCAIS	215,75	23,20	37,50	57,40	75,50	14,50
ALLAINES	FORGES	179,97	28,50	42,50	69,70	91,40	14,60
ALLAINES	GANNAT	295,37	30,40	48,10	74,80	100,70	18,50
ALLAINES	GENDREY	384,00	46,50	71,40	115,70	155,00	26,00
ALLAINES	GERZAT-VILLE	316,22	32,10	51,10	78,90	104,80	19,70
ALLAINES	GROISSIAT	491,87	57,90	89,30	143,20	192,50	33,10
ALLAINES	GYE	426,33	49,20	74,40	119,30	160,60	26,90
ALLAINES	JOIGNY	134,82	25,00	37,30	61,50	79,60	12,80
ALLAINES	L ISLE-S/LE-DOUBS	460,42	53,20	81,70	131,30	176,30	29,90
ALLAINES	LA BOISSE	512,45	59,00	90,90	145,20	195,30	33,70
ALLAINES	LA BOISSE - MONTLUEL	490,92	56,70	86,90	136,50	183,10	32,20
ALLAINES	LA COTIERE	496,88	57,40	88,00	140,60	187,30	32,80
ALLAINES	LA CROIX-CHALON	477,27	56,20	86,70	139,00	187,00	32,00
ALLAINES	LANGRES NORD	317,82	39,10	58,90	94,70	127,00	21,20
ALLAINES	LANGRES SUD	324,47	39,90	60,30	97,30	129,60	21,90
ALLAINES	LE MIROIR	433,66	50,90	78,10	126,40	168,80	28,60
ALLAINES	LES EPRUNES	220,84	31,80	48,70	79,60	105,40	17,30
ALLAINES	MACON NORD	387,92	47,50	72,90	116,30	155,60	26,40
ALLAINES	MACON SUD	398,25	48,40	74,30	118,60	158,70	26,90
ALLAINES	MAGNANT	240,65	33,90	51,10	83,10	110,60	18,10
ALLAINES	MAROLLES-SUR-SEINE	172,45	28,50	42,50	69,70	91,40	14,60
ALLAINES	MONTIGNY-LE-ROI	337,92	40,80	61,40	99,60	133,50	22,30
ALLAINES	MONTLUCON	240,68	25,50	41,10	63,10	84,20	15,70
ALLAINES	MONTMARAULT	253,28	26,80	43,10	67,40	90,00	16,40
ALLAINES	NEMOURS	156,36	26,90	40,30	66,60	85,70	13,90
ALLAINES	NITRY	197,12	29,80	45,00	73,50	97,10	15,70
ALLAINES	NUITS-ST-GEORGES	326,22	41,80	63,90	103,60	137,70	23,00
ALLAINES	PEROUGES	480,07	55,10	84,80	135,40	181,30	31,20
ALLAINES	PONT D AIN	455,25	52,70	81,50	131,20	175,40	30,00
ALLAINES	POUILLY-EN-AUXOIS	271,42	37,20	56,60	91,60	122,50	20,00
ALLAINES	REPLONGES	398,77	47,60	73,60	118,20	158,40	26,80
ALLAINES	RIOM	310,20	31,90	51,00	78,60	104,60	19,50
ALLAINES	ROBECOURT	359,88	42,40	64,80	104,20	139,70	23,30
ALLAINES	SAINT GENIS	488,44	52,00	79,80	126,00	168,60	29,10
ALLAINES	SAINT MAURICE	500,42	57,60	88,60	143,20	193,20	32,90
ALLAINES	SAINT THIBAULT	214,42	31,30	47,40	78,00	103,00	16,90
ALLAINES	SEURRE	337,72	43,00	65,90	105,70	141,30	23,60
ALLAINES	SOIRANS	365,47	44,60	68,00	110,50	146,30	25,00
ALLAINES	ST AMAND-MONTROND	186,55	20,90	33,80	51,80	67,50	12,90
ALLAINES	ST MARTIN-DU-FRESNE	471,98	55,90	86,60	137,50	185,30	32,00
ALLAINES	ST-DENIS-LES-SENS	142,56	25,60	38,60	63,20	81,60	13,20
ALLAINES	ST-GERMAIN-LAXIS	204,50	30,80	46,60	75,90	99,80	16,50
ALLAINES	SYLANS	481,55	56,60	87,50	139,10	187,40	32,30
ALLAINES	THENNELIERES	226,52	32,60	49,40	79,50	105,00	17,70
ALLAINES	TIL CHATEL	354,52	42,30	63,60	104,00	139,40	23,10
ALLAINES	TORVILLIERS	198,34	30,80	46,60	76,20	100,10	16,50
ALLAINES	TOURNUS	362,42	44,80	68,70	110,30	146,60	24,90
ALLAINES	URY	168,19	27,70	41,40	67,90	87,90	14,40
ALLAINES	VAL DE SAONE	508,79	54,50	82,20	133,30	178,80	30,30
ALLAINES	VILLE SOUS LAFERTE	268,32	35,40	53,80	88,10	116,50	19,00
ALLAINES	VILLEFRANCHE-LIMAS	464,22	54,80	83,80	133,80	179,50	30,60
ALLAINES	VILLEFRANCHE-NORD	428,47	50,90	77,50	125,80	168,20	28,70
ALLAINES	VILLEFRANCHE-VILLE	433,77	51,50	79,00	126,60	169,20	29,00
ALLAINES	VILLENEUVE-DONDAGRE	129,55	24,40	36,70	60,50	78,30	12,50
ALLAINES	VIRIAT	430,44	50,30	77,20	123,40	165,90	28,80
ALLAINES	VULAINES	171,30	28,70	42,50	69,70	91,30	14,70
ALLAINVILLE	AMBERIEU	491,21	57,20	87,80	141,70	187,60	32,30
ALLAINVILLE	ARLAY	431,72	51,70	79,90	130,90	171,70	28,70
ALLAINVILLE	AUXERRE NORD	189,22	30,80	46,60	77,50	98,40	16,00
ALLAINVILLE	AUXERRE SUD	200,92	30,80	46,60	77,50	98,40	16,00
ALLAINVILLE	AVALLON	245,02	34,60	52,90	87,90	113,30	18,80
ALLAINVILLE	BALAN	515,24	58,10	89,70	144,40	190,70	32,90
ALLAINVILLE	BAUME-LES-DAMES	471,72	54,70	84,50	136,90	181,30	30,90
ALLAINVILLE	BEAUNE NORD	336,67	42,70	65,70	107,60	139,60	23,60
ALLAINVILLE	BEAUNE SUD	342,42	43,90	67,30	110,10	143,50	24,20
ALLAINVILLE	BEAUPONT	475,42	54,90	84,90	138,40	182,60	31,10
ALLAINVILLE	BEAUREPAIRE	447,12	52,90	81,60	132,90	175,90	29,40
ALLAINVILLE	BELLEVILLE S/SAONE	448,12	53,00	81,50	131,60	173,60	29,40
ALLAINVILLE	BERSAILLIN	427,13	51,50	78,60	129,50	170,10	28,60
ALLAINVILLE	BESANCON EST	452,64	52,00	81,00	131,80	174,30	29,20
ALLAINVILLE	BESANCON NORD	438,02	52,00	79,90	130,20	171,50	28,80
ALLAINVILLE	BESANCON OUEST	428,62	52,00	79,40	129,70	170,40	28,70
ALLAINVILLE	BEYNOST	529,40	60,50	93,60	150,20	199,30	34,60
ALLAINVILLE	BIERRE-LES-SEMUR	270,92	36,70	55,40	92,20	119,30	19,80
ALLAINVILLE	BOURG NORD	449,01	53,20	82,00	131,80	174,30	29,80
ALLAINVILLE	BOURG SUD	469,44	54,40	84,20	135,80	179,20	31,10
ALLAINVILLE	BULGNEVILLE	402,47	46,90	71,80	116,50	153,70	25,70
ALLAINVILLE	CHALON NORD	364,52	46,30	71,20	114,80	150,50	25,40
ALLAINVILLE	CHALON SUD	370,72	46,30	71,20	114,80	150,50	25,40
ALLAINVILLE	CHATENOIS	412,62	47,30	72,50	118,10	155,60	26,30
ALLAINVILLE	CHATILLON-LABORDE	225,84	33,80	51,50	84,90	109,20	18,20
ALLAINVILLE	CHAUMONT-SEMOUTIERS	320,09	40,10	61,20	100,90	131,50	21,70
ALLAINVILLE	CHOISEY	393,83	48,40	74,40	121,30	159,40	26,80
ALLAINVILLE	CLERMONT-BARRIERE	363,18	39,40	61,30	96,00	129,60	23,10
ALLAINVILLE	COLOMBEY-LES-BELLES	441,32	50,00	76,30	124,20	164,70	27,40
ALLAINVILLE	COMBRONDE	325,96	34,50	54,10	83,90	112,60	20,40
ALLAINVILLE	COURTENAY	146,91	26,40	39,90	67,10	84,20	13,60
ALLAINVILLE	DIJON SUD	372,32	46,50	71,60	116,10	152,10	25,50
ALLAINVILLE	DIJON-ARC S/TILLE	387,48	48,00	73,90	119,80	157,10	26,60
ALLAINVILLE	DIJON-CRIMOLOIS	419,82	47,20	72,20	118,60	154,60	26,30
ALLAINVILLE	DOLE	396,02	48,40	74,40	121,30	159,40	26,80
ALLAINVILLE	FEILLENS	424,10	50,60	78,50	127,20	167,80	28,50
ALLAINVILLE	FLEURY-EN-BIERE	213,34	32,40	49,50	81,50	104,00	17,20
ALLAINVILLE	FONTAINEBLEAU	187,91	29,90	45,20	75,60	95,10	15,60
ALLAINVILLE	FORET DE TRONCAIS	244,35	27,00	43,40	65,50	86,70	16,30
ALLAINVILLE	FORGES	208,57	31,50	47,40	78,70	100,80	16,30
ALLAINVILLE	GANNAT	323,97	34,20	54,00	82,90	111,90	20,30
ALLAINVILLE	GENDREY	412,60	49,50	76,30	124,70	164,40	27,70
ALLAINVILLE	GERZAT-VILLE	344,82	35,90	57,00	87,00	116,00	21,50
ALLAINVILLE	GROISSIAT	520,47	60,90	94,20	152,20	201,90	34,80
ALLAINVILLE	GYE	454,93	52,20	79,30	128,30	170,00	28,60
ALLAINVILLE	JOIGNY	163,42	28,00	42,20	70,50	89,00	14,50
ALLAINVILLE	L ISLE-S/LE-DOUBS	489,02	56,20	86,60	140,30	185,70	31,60
ALLAINVILLE	LA BOISSE	541,05	62,00	95,80	154,20	204,70	35,40
ALLAINVILLE	LA BOISSE - MONTLUEL	519,52	59,70	91,80	145,50	192,50	33,90
ALLAINVILLE	LA COTIERE	525,48	60,40	92,90	149,60	196,70	34,50
ALLAINVILLE	LA CROIX-CHALON	505,87	59,20	91,60	148,00	196,40	33,70
ALLAINVILLE	LANGRES NORD	346,42	42,10	63,80	103,70	136,40	22,90
ALLAINVILLE	LANGRES SUD	353,07	42,90	65,20	106,30	139,00	23,60
ALLAINVILLE	LE MIROIR	462,26	53,90	83,00	135,40	178,20	30,30
ALLAINVILLE	LES EPRUNES	249,44	34,80	53,60	88,60	114,80	19,00
ALLAINVILLE	MACON NORD	416,52	50,50	77,80	125,30	165,00	28,10
ALLAINVILLE	MACON SUD	426,85	51,40	79,20	127,60	168,10	28,60
ALLAINVILLE	MAGNANT	269,25	36,90	56,00	92,10	120,00	19,80
ALLAINVILLE	MAROLLES-SUR-SEINE	201,05	31,50	47,40	78,70	100,80	16,30
ALLAINVILLE	MONTIGNY-LE-ROI	366,52	43,80	66,30	108,60	142,90	24,00
ALLAINVILLE	MONTLUCON	269,28	29,30	47,00	71,20	95,40	17,50
ALLAINVILLE	MONTMARAULT	281,88	30,60	49,00	75,50	101,20	18,20
ALLAINVILLE	NEMOURS	184,96	29,90	45,20	75,60	95,10	15,60
ALLAINVILLE	NITRY	225,72	32,80	49,90	82,50	106,50	17,40
ALLAINVILLE	NUITS-ST-GEORGES	354,82	44,80	68,80	112,60	147,10	24,70
ALLAINVILLE	PEROUGES	508,67	58,10	89,70	144,40	190,70	32,90
ALLAINVILLE	PONT D AIN	483,85	55,70	86,40	140,20	184,80	31,70
ALLAINVILLE	POUILLY-EN-AUXOIS	300,02	40,20	61,50	100,60	131,90	21,70
ALLAINVILLE	REPLONGES	427,37	50,60	78,50	127,20	167,80	28,50
ALLAINVILLE	RIOM	338,80	35,70	56,90	86,70	115,80	21,30
ALLAINVILLE	ROBECOURT	388,48	45,40	69,70	113,20	149,10	25,00
ALLAINVILLE	SAINT GENIS	517,04	55,00	84,70	135,00	178,00	30,80
ALLAINVILLE	SAINT MAURICE	529,02	60,60	93,50	152,20	202,60	34,60
ALLAINVILLE	SAINT THIBAULT	243,02	34,30	52,30	87,00	112,40	18,60
ALLAINVILLE	SEURRE	366,32	46,00	70,80	114,70	150,70	25,30
ALLAINVILLE	SOIRANS	394,07	47,60	72,90	119,50	155,70	26,70
ALLAINVILLE	ST AMAND-MONTROND	215,15	24,70	39,70	59,90	78,70	14,70
ALLAINVILLE	ST MARTIN-DU-FRESNE	500,58	58,90	91,50	146,50	194,70	33,70
ALLAINVILLE	ST-DENIS-LES-SENS	171,16	28,60	43,50	72,20	91,00	14,90
ALLAINVILLE	ST-GERMAIN-LAXIS	233,10	33,80	51,50	84,90	109,20	18,20
ALLAINVILLE	SYLANS	510,15	59,60	92,40	148,10	196,80	34,00
ALLAINVILLE	THENNELIERES	255,12	35,60	54,30	88,50	114,40	19,40
ALLAINVILLE	TIL CHATEL	383,12	45,30	68,50	113,00	148,80	24,80
ALLAINVILLE	TORVILLIERS	226,94	33,80	51,50	85,20	109,50	18,20
ALLAINVILLE	TOURNUS	391,02	47,80	73,60	119,30	156,00	26,60
ALLAINVILLE	URY	196,79	30,70	46,30	76,90	97,30	16,10
ALLAINVILLE	VAL DE SAONE	537,39	57,50	87,10	142,30	188,20	32,00
ALLAINVILLE	VILLE SOUS LAFERTE	296,92	38,40	58,70	97,10	125,90	20,70
ALLAINVILLE	VILLEFRANCHE-LIMAS	492,82	57,80	88,70	142,80	188,90	32,30
ALLAINVILLE	VILLEFRANCHE-NORD	457,07	53,90	82,40	134,80	177,60	30,40
ALLAINVILLE	VILLEFRANCHE-VILLE	462,37	54,50	83,90	135,60	178,60	30,70
ALLAINVILLE	VILLENEUVE-DONDAGRE	158,15	27,40	41,60	69,50	87,70	14,20
ALLAINVILLE	VIRIAT	459,04	53,30	82,10	132,40	175,30	30,50
ALLAINVILLE	VULAINES	199,90	31,70	47,40	78,70	100,70	16,40
AMBERIEU	ALLAINES	462,61	54,20	82,90	132,70	178,20	30,60
AMBERIEU	ALLAINVILLE	491,21	57,20	87,80	141,70	187,60	32,30
AMBERIEU	AMBOISE CH.RENAULT	539,81	62,90	96,00	152,80	204,80	35,90
AMBERIEU	ARLAY	101,49	10,10	15,70	24,80	33,50	6,10
AMBERIEU	ARTENAY	449,21	53,10	81,00	130,20	174,80	29,80
AMBERIEU	AUXERRE NORD	301,99	26,80	41,90	65,10	88,50	16,30
AMBERIEU	AUXERRE SUD	290,29	26,80	41,90	65,10	88,50	16,30
AMBERIEU	AUXY	393,11	39,90	61,60	98,20	131,90	23,40
AMBERIEU	AVALLON	246,19	21,60	34,40	53,30	72,20	12,90
AMBERIEU	BALAN	24,03	1,70	2,90	4,20	6,00	0,90
AMBERIEU	BAUME-LES-DAMES	231,69	20,80	32,50	51,20	71,20	12,30
AMBERIEU	BEAUMONT	585,85	54,20	81,30	134,30	182,90	32,00
AMBERIEU	BEAUNE NORD	154,54	13,50	21,80	33,40	45,70	8,20
AMBERIEU	BEAUNE SUD	148,79	12,80	21,00	32,30	44,30	7,80
AMBERIEU	BEAUPONT	57,79	6,00	9,60	14,20	19,60	3,60
AMBERIEU	BEAUREPAIRE	86,09	8,30	13,10	21,00	28,30	5,20
AMBERIEU	BELLEGARDE	57,41	7,90	12,60	20,00	27,30	4,70
AMBERIEU	BERSAILLIN	115,49	11,00	17,40	26,60	36,70	6,60
AMBERIEU	BESANCON EST	212,61	18,70	29,50	46,10	63,60	11,10
AMBERIEU	BESANCON NORD	197,99	18,70	29,00	45,60	63,50	11,00
AMBERIEU	BESANCON OUEST	188,59	18,30	28,50	44,50	61,70	10,80
AMBERIEU	BEYNOST	38,19	4,00	5,90	8,60	12,10	2,00
AMBERIEU	BIERRE-LES-SEMUR	220,29	18,90	30,40	46,40	63,90	11,40
AMBERIEU	BLERE	616,51	69,90	107,50	171,80	227,30	39,70
AMBERIEU	BLOIS	510,11	60,00	91,80	147,30	196,40	33,90
AMBERIEU	BOURG NORD	42,20	4,50	6,70	10,40	14,10	2,40
AMBERIEU	BOURG SUD	21,77	2,60	4,20	6,40	8,50	1,40
AMBERIEU	BOURGES (LIM.CONC.)	571,11	66,50	102,40	164,20	217,80	37,80
AMBERIEU	BULGNEVILLE	310,49	27,20	40,20	69,30	95,40	16,20
AMBERIEU	CHALON NORD	126,69	11,20	17,70	26,70	36,10	6,60
AMBERIEU	CHALON SUD	120,49	11,20	17,70	26,70	36,10	6,60
AMBERIEU	CHALONS LA VEUVE	441,05	40,50	61,10	104,20	141,60	24,70
AMBERIEU	CHALONS MOURMELON	449,45	40,50	61,40	104,60	144,40	24,80
AMBERIEU	CHARMONT (LIM.CONC)	362,55	33,20	49,80	84,80	118,40	20,20
AMBERIEU	CHATEAU-THIERRY	520,75	49,40	73,40	122,00	168,40	29,60
AMBERIEU	CHATENOIS	320,64	27,30	40,60	70,80	98,00	16,60
AMBERIEU	CHATILLON-LABORDE	424,40	37,30	59,50	92,30	126,90	22,70
AMBERIEU	CHAUMONT-SEMOUTIERS	267,77	24,70	35,20	62,40	85,30	14,80
AMBERIEU	CHEMERY	575,91	66,00	101,40	161,10	215,70	37,20
AMBERIEU	CHOISEY	139,38	13,90	21,70	33,50	46,10	8,20
AMBERIEU	CLERMONT EN ARGONNE	500,25	44,60	67,50	112,40	154,10	27,20
AMBERIEU	CLERMONT-BARRIERE	760,59	84,90	129,70	208,80	280,00	48,30
AMBERIEU	COLOMBEY-LES-BELLES	349,34	30,90	45,00	78,00	108,20	18,20
AMBERIEU	COMBRONDE	723,37	80,00	122,50	196,70	263,00	45,60
AMBERIEU	COURTENAY	344,72	31,40	49,30	75,50	103,50	19,00
AMBERIEU	DEUX CHAISES	687,01	76,50	117,90	189,10	252,80	43,70
AMBERIEU	DIJON SUD	183,29	15,30	25,70	39,50	54,00	10,00
AMBERIEU	DIJON-ARC S/TILLE	181,90	16,80	23,60	43,10	59,30	10,20
AMBERIEU	DIJON-CRIMOLOIS	179,79	16,70	25,40	41,10	55,70	10,10
AMBERIEU	DOLE	155,99	13,90	21,70	33,50	46,50	8,20
AMBERIEU	DORMANS	495,15	46,80	69,90	116,60	160,10	28,30
AMBERIEU	EGLETONS	844,12	93,70	143,90	226,50	305,90	53,90
AMBERIEU	ELOISE	66,11	9,30	14,90	23,30	32,00	5,70
AMBERIEU	ESCRENNES	416,21	43,60	67,90	109,60	145,60	25,50
AMBERIEU	ESVRES	630,31	71,20	109,80	175,50	231,50	40,50
AMBERIEU	FEILLENS	67,11	6,30	10,10	15,90	22,10	4,00
AMBERIEU	FLEURY-EN-BIERE	411,15	39,20	60,80	95,50	128,50	23,70
AMBERIEU	FONTAINEBLEAU	385,72	34,10	53,70	83,70	115,30	20,90
AMBERIEU	FONTENAY /LOING	370,71	36,50	55,40	86,70	118,30	21,30
AMBERIEU	FORET DE TRONCAIS	641,76	72,50	111,80	178,30	237,10	41,50
AMBERIEU	FORGES	407,13	35,00	55,30	86,30	119,20	21,30
AMBERIEU	FRESNES EN WOEVRE	540,55	49,10	74,60	123,70	168,80	29,60
AMBERIEU	GANNAT	721,38	79,70	122,40	195,70	262,30	45,50
AMBERIEU	GENDREY	172,57	15,60	24,00	37,30	52,70	9,00
AMBERIEU	GERZAT-VILLE	742,23	81,40	125,40	199,80	266,40	46,70
AMBERIEU	GONDREVILLE A77/N	377,91	37,90	58,10	90,40	122,00	21,80
AMBERIEU	GONDREVILLE A77/S	424,66	42,20	64,50	100,70	136,00	24,40
AMBERIEU	GROISSIAT	50,98	6,10	10,00	15,70	21,70	3,80
AMBERIEU	GYE	362,95	31,70	46,50	80,10	110,40	18,90
AMBERIEU	JARNY	563,05	50,70	77,30	126,40	170,70	30,70
AMBERIEU	JOIGNY	327,79	28,10	43,40	70,10	96,50	17,20
AMBERIEU	L ISLE-S/LE-DOUBS	248,99	22,40	35,50	55,10	76,40	13,30
AMBERIEU	LA BOISSE	49,84	5,40	7,60	13,00	18,10	3,20
AMBERIEU	LA BOISSE - MONTLUEL	28,31	3,20	4,60	7,10	10,00	1,50
AMBERIEU	LA COTIERE	34,27	3,70	5,70	8,40	11,90	1,80
AMBERIEU	LA CROIX-CHALON	36,38	4,60	7,20	11,30	15,60	2,70
AMBERIEU	LA FOLIE-B/PARIS	527,31	62,40	93,90	152,70	204,10	35,20
AMBERIEU	LAMOTTE-BEUVRON	499,41	58,70	89,60	143,70	192,30	33,30
AMBERIEU	LANGRES NORD	254,44	22,40	33,10	57,60	79,50	13,50
AMBERIEU	LANGRES SUD	234,79	21,20	30,80	53,40	73,60	12,70
AMBERIEU	LE MIROIR	70,95	7,00	10,70	16,50	22,90	4,10
AMBERIEU	LES EPRUNES	448,00	38,60	60,70	95,70	131,60	23,60
AMBERIEU	MACON CENTRE	69,84	6,30	10,10	15,90	22,10	4,00
AMBERIEU	MACON NORD	74,69	6,50	11,10	16,40	22,40	4,20
AMBERIEU	MAGNANT	318,61	28,40	42,20	71,90	98,60	17,50
AMBERIEU	MANZAT	735,12	81,30	125,60	199,70	266,90	46,70
AMBERIEU	MAROLLES-SUR-SEINE	399,61	35,00	55,30	86,30	119,20	21,30
AMBERIEU	MER	492,91	58,60	88,70	141,90	189,80	33,10
AMBERIEU	MEUNG SUR LOIRE	476,41	56,50	86,00	136,70	183,90	31,80
AMBERIEU	MONT CHOISY	421,25	38,60	58,30	99,30	136,70	23,70
AMBERIEU	MONTIGNY-LE-ROI	274,54	23,70	34,80	62,60	85,60	14,30
AMBERIEU	MONTLUCON	666,69	74,80	115,40	184,00	245,80	42,70
AMBERIEU	MONTMARAULT	679,29	76,10	117,40	188,30	251,60	43,40
AMBERIEU	MONTREUIL (REIMS)	541,25	51,90	76,70	126,60	171,80	30,80
AMBERIEU	MONTREUIL AUX LIONS	567,55	54,00	79,90	131,70	179,80	32,30
AMBERIEU	NEMOURS	382,77	34,10	53,70	83,70	115,30	20,90
AMBERIEU	NITRY	265,49	22,90	36,50	56,50	77,60	14,00
AMBERIEU	NUITS-ST-GEORGES	165,79	14,30	23,20	35,60	48,80	8,80
AMBERIEU	OLIVET	467,11	55,30	84,40	135,20	180,30	31,30
AMBERIEU	ORLEANS-CENTRE	460,71	54,60	83,50	133,40	177,90	30,70
AMBERIEU	ORLEANS-NORD	454,71	53,80	82,10	131,40	176,20	30,30
AMBERIEU	PEROUGES	17,46	1,70	2,90	4,20	6,00	0,90
AMBERIEU	PONT D AIN	7,36	0,80	1,30	1,90	3,00	0,40
AMBERIEU	POUILLY-EN-AUXOIS	191,19	16,60	25,90	39,90	54,80	10,20
AMBERIEU	REIMS EST (TAISSY)	468,25	44,30	66,00	111,60	152,90	26,40
AMBERIEU	REIMS NORD (ORMES)	474,85	45,40	67,80	113,40	155,20	26,80
AMBERIEU	REIMS OUEST (THILLOIS)	481,45	45,90	68,50	114,00	157,20	27,40
AMBERIEU	REIMS SUD	467,25	44,00	65,50	110,60	151,30	26,30
AMBERIEU	REPLONGES	63,84	6,30	10,10	15,90	22,10	4,00
AMBERIEU	RIOM	736,21	81,20	125,30	199,50	266,20	46,50
AMBERIEU	ROBECOURT	296,50	24,10	36,90	66,10	90,30	15,10
AMBERIEU	SAINT GENIS	53,81	5,00	7,40	11,70	16,20	3,10
AMBERIEU	SAINT MAURICE	288,99	27,20	42,20	67,00	91,90	16,10
AMBERIEU	SAINT THIBAULT	344,84	31,40	47,10	79,80	111,20	19,10
AMBERIEU	SALBRIS	518,11	60,30	92,60	148,00	198,60	34,10
AMBERIEU	SAVIGNY /CLAIRIS	345,51	31,00	48,10	75,00	103,80	18,80
AMBERIEU	SEURRE	166,89	14,90	23,40	36,70	51,30	8,70
AMBERIEU	SOIRANS	158,19	14,90	23,70	36,80	50,80	9,20
AMBERIEU	SOMMESOUS	399,95	36,50	55,00	93,60	129,60	22,20
AMBERIEU	ST AMAND-MONTROND	612,56	70,20	108,10	172,70	229,10	39,90
AMBERIEU	ST ETIENNE AU TEMPLE	449,45	40,50	61,40	104,60	144,40	24,80
AMBERIEU	ST GERMAIN LES VERGNE	888,12	99,10	152,70	238,90	322,40	57,30
AMBERIEU	ST GIBRIEN	428,65	39,30	59,40	101,00	139,40	24,10
AMBERIEU	ST HILAIRE	349,71	31,90	49,60	77,50	107,00	19,20
AMBERIEU	ST JULIEN SANCY	778,12	86,00	132,90	210,60	281,50	49,60
AMBERIEU	ST MARTIN-DU-FRESNE	31,09	4,00	6,10	9,60	13,40	2,10
AMBERIEU	ST ROMAIN SUR CHER	587,11	66,90	103,00	163,70	219,60	37,80
AMBERIEU	ST-DENIS-LES-SENS	369,72	32,50	51,80	80,10	110,40	19,10
AMBERIEU	ST-GERMAIN-LAXIS	431,66	37,30	59,50	92,30	126,90	22,70
AMBERIEU	STE MENEHOULD	482,45	42,70	65,10	110,20	151,80	26,30
AMBERIEU	SYLANS	40,66	5,10	7,80	12,70	17,50	2,90
AMBERIEU	THENNELIERES	348,76	31,80	46,90	80,30	112,20	19,00
AMBERIEU	TIL CHATEL	204,74	18,70	26,60	46,60	64,70	11,00
AMBERIEU	TORVILLIERS	360,92	32,00	47,20	79,80	111,40	19,10
AMBERIEU	TOURNUS	100,19	9,00	14,40	21,50	29,80	5,40
AMBERIEU	TOURS-C/MONNAIE	568,01	67,10	102,00	161,80	216,90	38,30
AMBERIEU	TULLE EST	862,12	96,50	148,40	232,50	311,40	55,50
AMBERIEU	TULLE NORD	870,12	97,30	149,80	233,40	316,40	55,90
AMBERIEU	URY	394,60	34,10	53,70	83,70	116,10	20,90
AMBERIEU	USSEL EST	802,12	88,80	137,40	217,00	291,00	50,90
AMBERIEU	USSEL OUEST	819,12	90,90	139,80	221,00	297,10	52,30
AMBERIEU	VAL DE SAONE	74,16	7,30	11,80	18,80	25,70	4,70
AMBERIEU	VALLEE DE L'AUBE	375,65	34,40	51,80	87,90	122,40	21,00
